id,category,title,subject,fits,site,url,author,licence,format,obtained,login,local_path,size_mm,scale,triangles,quality,detail,note
ls3-belts-accessory-drive-1-grabcad-craigat23-1,swap,LS3 Belts - Accessory Drive,GM LS3 accessory drive belts,close,grabcad.com,https://grabcad.com/library/ls3-belts-accessory-drive-1,CraigAT23,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering",no,yes,,,,,4,"1551 downloads, 119 likes, 3 files, created 2020-11-20","LS3 Alternator, Steering Pump, Belts for supercharger SPACE CLAIM ONLY | GrabCAD download requires login; not fetched."
ls3-block-and-rotating-assembly-thingiverse-a05c,swap,LS3 block and rotating assembly,GM LS3 block and rotating assembly,close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:4801713,Andrew Courter (A05C),https://creativecommons.org/licenses/by-nc/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls3-block-and-rotating-assembly-thingiverse-a05c,460 x 345 x 603,1:1,665526,4,"Found on GrabCAD, converted and uploaded the STL. Complete LS3 block and rotating assembly. Orient as necessary, supports more than likely going to be required. Scale down as necessary/or wanted.","Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-4801713 (Thingiverse site downloads are JS-gated). Thing date 2021-03-21. | measured: largest=LS3_block_and_rotating_assembly_4801713/files/LS3_Short_Block_Assy_v1.stl; per-file extents: LS3_block_and_rotating_assembly_4801713/files/LS3_Short_Block_Assy_v1.stl=[459.894, 344.579, 602.817]"
ls3-block-thingiverse-a05c,swap,LS3 Block,GM LS3 engine block (converted from GrabCAD CAD),close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:4785608,Andrew Courter (A05C),https://creativecommons.org/licenses/by-nc/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls3-block-thingiverse-a05c,460 x 519 x 320,1:1 (block 519 mm long),622688,4,"This is an LS3 block, found the CAD Drawing/file on GrabCAD, converted in Fusion 360 and printed twice. Suggest printing at ~10-20% scale, otherwise will take a very long time to print.","Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-4785608 (Thingiverse site downloads are JS-gated). Thing date 2021-03-06. Author: LS3 block CAD found on GrabCAD, converted in Fusion 360 - likely derived from GrabCAD 'LS3 Engine Block' (eric-569). | measured: largest=LS3_Block_4785608/files/Block-20.stl; per-file extents: LS3_Block_4785608/files/Block-20.stl=[459.894, 518.998, 319.989]"
ls3-breather-pipes-printables-majorskidmark,swap,LS3 Breather pipes,LS3 crankcase breather pipes,close,printables.com,https://www.printables.com/model/1474713-ls3-breather-pipes,MajorSkidmark,Creative Commons — Public Domain,stl,yes,no,01-REFERENCE/model/library/swap/ls3-breather-pipes-printables-majorskidmark,33 x 76 x 17,1:1,13766,3,"splitter and 45 for on the breather pipe for ls3 engines. On &nbsp;GMs LS3 there is a breather that goes behind the intake manifold to the valve cover. Should be printed out of flexible filament. I used TPU and it seems to be holding up to the temperature and blow by gasses just fine. I ran into heat soaking problems when printing one, so I printed two to increase time per layer. hopefully this can save you from needing to purchase the whole breather tube assembly.","measured: largest=LS Breather Splitter.stl; per-file extents: LS Breather 45.stl=[26.016, 46.053, 16.967]; LS Breather Splitter.stl=[33.338, 76.2, 16.967]"
ls3-crank-and-mains-assembly-thingiverse-a05c,swap,LS3 Crank and Mains assembly,GM LS3 crankshaft and main caps assembly,close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:4823991,Andrew Courter (A05C),https://creativecommons.org/licenses/by-nc/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls3-crank-and-mains-assembly-thingiverse-a05c,603 x 255 x 177,1:1,286842,4,"Found on GrabCAD, Converted and uploaded. Will require supports.","Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-4823991 (Thingiverse site downloads are JS-gated). Thing date 2021-04-11. | measured: largest=LS3_Crank_and_Mains_assembly_4823991/files/LS3_CrankAndMainAssembly.stl; per-file extents: LS3_Crank_and_Mains_assembly_4823991/files/LS3_CrankAndMainAssembly.stl=[602.817, 254.615, 177.216]"
ls3-cylinder-head-rh-thingiverse-a05c,swap,LS3 Cylinder Head (RH),GM LS3 cylinder head RH,close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:4785647,Andrew Courter (A05C),https://creativecommons.org/licenses/by-nc/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls3-cylinder-head-rh-thingiverse-a05c,495 x 182 x 211,1:1 (head 494.6 mm long),353264,4,"LS3 Right Hand Cylinder head, found on GrabCAD, converted in Fusion 360. Suggest scaling down to 15-25%. May have to lay flay, suggest laying valve side(deck side) down.","Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-4785647 (Thingiverse site downloads are JS-gated). Thing date 2021-03-06. | measured: largest=LS3_Cylinder_Head_RH_4785647/files/Body1.stl; per-file extents: LS3_Cylinder_Head_RH_4785647/files/Body1.stl=[494.6, 182.451, 211.236]"
ls3-direct-to-head-inlet-manifold-thingiverse-cookieogc,swap,LS3 Direct to head inlet manifold,LS3 (rectangle port L92-family) direct-to-head intake manifold,close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:3920658,Brendan Cooke (CookieOGC),https://creativecommons.org/licenses/by-nd/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls3-direct-to-head-inlet-manifold-thingiverse-cookieogc,88 x 45 x 420,1:1 (419.5 mm long),52250,3,"Licensed under Hyper BMW PowerSports Australia. July 28, 2019. I am the Author and owner of the STL, I permit NO modifications to the design, however do permit printing as the throttle bodies used are only available for purchase with Hyper BMW PowerSports in Australia. This Manifold is suited to LS3, L76, L77, L92, L98, and L99 engines. MUST DO: 1) Print in nylon 6/6 or Nylon 12 as a minimum. 2) Our test product used a 0.5mm layer height, we recommend the same. It doesn't look pretty, but it works better. 3) If you would like to CNC machine this manifold, feel free. 4) If you print this to sel","Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-3920658 (Thingiverse site downloads are JS-gated). Thing date 2019-10-17. | measured: largest=LS3_Direct_to_head_inlet_manifold_3920658/files/directmanifold.stl; per-file extents: LS3_Direct_to_head_inlet_manifold_3920658/files/directmanifold.stl=[88.0, 45.0, 419.5] | unmeasured: ['LS3_Direct_to_head_inlet_manifold_3920658/images/card_preview_directmanifold.stl', 'LS3_Direct_to_head_inlet_manifold_3920658/images/large_preview_directmanifold.stl', 'LS3_Direct_to_head_inlet_manifold_3920658/images/large_thumb_directmanifold.stl', 'LS3_Direct_to_head_inlet_manifold_3920658/images/medium_preview_directmanifold.stl', 'LS3_Direct_to_head_inlet_manifold_3920658/images/medium_thumb_directmanifold.stl']"
ls3-drivetrain-1-grabcad-cb.designs-1,swap,LS3 Drivetrain,GM LS3 drivetrain,close,grabcad.com,https://grabcad.com/library/ls3-drivetrain-1,CB Designs,GrabCAD Community Library terms (per-model license not stated),"SOLIDWORKS,Rendering",no,yes,,,,,3,"344 downloads, 19 likes, 3 files, created 2024-03-03","The part file is the imported drivetrain only. All of it was pulled of of grab cad and mated together, then exported and saved as a part document. LS3 engine, TH400 transmission, Atlas 2 transfer case, with adapters. This is being used as a mock up for a rock racer chassis build as seen in photos. | GrabCAD download requires login; not fetched."
ls3-engine-1-grabcad-krypto-1,swap,ls3 engine,GM LS3 engine,close,grabcad.com,https://grabcad.com/library/ls3-engine-1,Krypto,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering",no,yes,,,,,3,"4330 downloads, 311 likes, 2 files, created 2016-01-23",ls3 engine. Great for moke up in a project | GrabCAD download requires login; not fetched.
ls3-engine-assembly-3dwarehouse-tom,swap,LS3 Engine Assembly,"GM LS3 (LS1-LS7) engine assembly with reversed stock intake, aftermarket bellhousing, Corvette wet-sump pan - space-planning model from engineering drawings",close,3dwarehouse.sketchup.com,https://3dwarehouse.sketchup.com/model/4dc5f1f065111154b44321467d55ffdb,Tom,3D Warehouse General Model License (free use; per Trimble terms),glb (converted by 3DW); original skp needs login,yes,no,01-REFERENCE/model/library/swap/ls3-engine-assembly-3dwarehouse-tom,557 x 635 x 832,1:1 (0.557 H x 0.635 W x 0.832 L incl. bellhousing),4585,4,The LS3 Engine Assembly model is based on engineering drawings of the motor. It is intended as a space planning tool for projects considering use of LS1-LS7 motor such as Car9. A stock intake manifold is depicted. The manifold is shown reverse-mounted with the throttle body location aft. An aftermarket bellhousing is included. The block mounting flange of the bellhousing becomes the lowest point of the engine when using a late model Corvette wet-sump pan (shown) or the factory dry sump pan. A nu,"Original SketchUp files (s17,s19,s18,s8,s20,s21) are login-restricted; the public GLB export was downloaded. Created 2012-07-06. Author states it is built from engineering drawings for space planning (Car9 project): reversed stock intake, aftermarket bellhousing, late Corvette wet-sump pan; no starter/alternator/coils. Best free envelope model of an LS long block + bellhousing. | measured: largest=LS3 Engine Assembly.glb; per-file extents: LS3 Engine Assembly.glb=[0.557, 0.635, 0.832]"
ls3-engine-block-1-grabcad-eric-569,swap,LS3 Engine Block,GM LS3 engine block,close,grabcad.com,https://grabcad.com/library/ls3-engine-block-1,Eric,GrabCAD Community Library terms (per-model license not stated),"Parasolid,STEP / IGES,Rendering,Other",no,yes,,,,,4,"9002 downloads, 351 likes, 13 files, created 2014-07-13","This is an almost fully detailed engine block modeled by me in SolidWorks. There are a few things missing especially on the back of the block, but most of it's there. I used the CAD model that Lou Kaminski uploaded for a lot of the dimensions as that model seems to be pretty accurate, so thanks to him I was able to get it as close as possible. The rest I either found online or measured what I could from my own engine (assembled and in the vehicle). I had to use a lot assumptions and staring at p | GrabCAD download requires login; not fetched."
ls3-engine-block-2-grabcad-jonathan.bryant-2,swap,LS3 Engine Block,GM LS3 engine block,close,grabcad.com,https://grabcad.com/library/ls3-engine-block-2,jonathan bryant,GrabCAD Community Library terms (per-model license not stated),SOLIDWORKS 2015,no,yes,,,,,3,"1617 downloads, 126 likes, 1 files, created 2017-11-29",Chevy LS3 engine block bare | GrabCAD download requires login; not fetched.
ls3-engine-block-3-grabcad-connor.congleton-2,swap,LS3 Engine Block,GM LS3 engine block,close,grabcad.com,https://grabcad.com/library/ls3-engine-block-3,Connor Congleton,GrabCAD Community Library terms (per-model license not stated),SOLIDWORKS,no,yes,,,,,3,"486 downloads, 15 likes, 1 files, created 2023-12-26",Engine Block | GrabCAD download requires login; not fetched.
ls3-engine-stand-bracket-thingiverse-aerospaced,swap,LS3 Engine stand bracket,LS3 engine stand bracket (bellhousing bolt pattern),close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:2976379,Last First (Aerospaced),https://creativecommons.org/licenses/by-nc/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/ls3-engine-stand-bracket-thingiverse-aerospaced,149 x 80 x 21,1:1,18456,3,I designed this alternative bracket to replace the laser cut steel parts that seem to be out of stock. Use a high infill setting and make sure you have good layer adhesion if using PLA. This is better suited to more robust materials like ABS or PETG. Disclaimer: True position of the holes may not be precise to the holes in the block but I had no problems with assembly.,"Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-2976379 (Thingiverse site downloads are JS-gated). Thing date 2018-06-26. | measured: largest=LS3_Engine_stand_bracket_2976379/files/LS3_Bracket.stl; per-file extents: LS3_Engine_stand_bracket_2976379/files/LS3_Bracket.stl=[148.569, 80.117, 20.613]"
ls3-enginestand-plates-1-grabcad-pelle.g-1,swap,LS3 Enginestand plates,LS3 engine stand plates (bellhousing bolt pattern),close,grabcad.com,https://grabcad.com/library/ls3-enginestand-plates-1,pelle g,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering",no,yes,,,,,3,"60 downloads, 0 likes, 2 files, created 2021-03-26",Dual plates for connect LS3 to enginge stand | GrabCAD download requires login; not fetched.
ls3-fuel-injector-1-grabcad-daniel.zientara,swap,LS3 Fuel Injector,GM LS3 fuel injector,close,grabcad.com,https://grabcad.com/library/ls3-fuel-injector-1,daniel zientara,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering",no,yes,,,,,3,"452 downloads, 19 likes, 2 files, created 2014-01-15",This is a pretty basic model of an LS3 fuel injector | GrabCAD download requires login; not fetched.
ls3-head-assembly-1-grabcad-craigat23-1,swap,LS3 Head Assembly,GM LS3 cylinder head assembly,close,grabcad.com,https://grabcad.com/library/ls3-head-assembly-1,CraigAT23,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering",no,yes,,,,,4,"1994 downloads, 81 likes, 5 files, created 2020-10-12","LS Head, Rocker Arms, Valve Springs, Valves, Space Claim Only For Fun Only, although some parts are 'correct' | GrabCAD download requires login; not fetched."
ls3-head-intake-port-block-off-plate-printables-don-english,swap,LS3 Head Intake Port Block Off Plate,LS3 cylinder head intake port block-off plate,close,printables.com,https://www.printables.com/model/324742-ls3-head-intake-port-block-off-plate,Don English,Creative Commons — Attribution,stl,yes,no,01-REFERENCE/model/library/swap/ls3-head-intake-port-block-off-plate-printables-don-english,79 x 61 x 12,1:1,1394,3,"A simple block off plate to keep things from accidentally falling into your ports while the intake is off. I was able to find block off plates for the exhaust ports and water pump ports, but not the intakes so I designed one!","measured: largest=LS3 Head Intake Port Block Off Plate.stl; per-file extents: LS3 Head Intake Port Block Off Plate.stl=[79.0, 61.0, 11.704]"
ls3-injector-38mm-1-grabcad-craigat23-1,swap,LS3 Injector - 38mm,GM LS3 injector,close,grabcad.com,https://grabcad.com/library/ls3-injector-38mm-1,CraigAT23,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering",no,yes,,,,,3,"552 downloads, 31 likes, 3 files, created 2020-06-12",LS3 Injector - 38mm Packaging Model Only Please comment if you find useful or need another model | GrabCAD download requires login; not fetched.
ls3-intake-manifold-1-grabcad-krypto-1,swap,ls3 intake manifold.,GM LS3 intake manifold,close,grabcad.com,https://grabcad.com/library/ls3-intake-manifold-1,Krypto,GrabCAD Community Library terms (per-model license not stated),"SOLIDWORKS 2012,Rendering",no,yes,,,,,3,"235 downloads, 11 likes, 2 files, created 2016-02-13","intake manifold for 8 throtlle body,s | GrabCAD download requires login; not fetched."
ls3-ls7-mount-sketchfab-jeremygissinger,swap,LS3-LS7_mount,2005-13 C6 Corvette LS3/LS7 engine mount LH GM 10349964 (3D scan),close,sketchfab.com,https://sketchfab.com/3d-models/ls3-ls7-mount-fb1d21cd261c440f8f37e76ffa60857c,jeremygissinger,CC Attribution,sketchfab (glb/gltf/source on download),no,yes,,,,976510,4,2005-2013 Chevrolet C6 Corvette LS3/LS7 engine mount (left hand) GM 10349964 3D scan done with Revopoint Range with markers,Sketchfab download requires login.
